cast_id,bank_id,beat_type,source_text,worldview,context_fit,conviction_tier,branch,john,npc_reaction,scores
E36B,BANK_260D23F57F05,DECISION,"Healer says Scavenger 2 can transport Householder and child through the market road, but the route is blocked and chaotic.",guildist,2,1,B,We can negotiate a fee with the Scavenger to clear the road. It's in everyone's best interest.,Bianca looks thoughtful. 'I'll see what I can do.' She seems open to the idea.,"{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E36B,BANK_260D23F57F05,DECISION,"Healer says Scavenger 2 can transport Householder and child through the market road, but the route is blocked and chaotic.",arcane,3,1,B,I sense a powerful force blocking our path. Let me deal with it.,Bianca looks wary but follows John. 'Be careful.' She sounds concerned.,"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E36B,BANK_260D23F57F05,DECISION,"Healer says Scavenger 2 can transport Householder and child through the market road, but the route is blocked and chaotic.",druidic,3,1,A,We must respect the land and let it heal. Let's wait for the morning.,Bianca nods slowly. 'I understand.' She sounds thoughtful.,"{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E36B,BANK_260D23F57F05,DECISION,"Healer says Scavenger 2 can transport Householder and child through the market road, but the route is blocked and chaotic.",cracked,3,1,B,This feels like a scripted event. Let's 'clear the road' and move on to the next scene.,Bianca looks confused but follows John. 'You always have interesting insights.' She sounds amused.,"{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E36B,BANK_26CCA9B040EA,NORMAL_END,The child stopped being the object both adults used to prove who was being abandoned.,monarchist,3,1,,The throne requires stability. A child should not be a pawn.,"B: 'A child is never a pawn, but this is more complex than that.'","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E36B,BANK_26CCA9B040EA,NORMAL_END,The child stopped being the object both adults used to prove who was being abandoned.,anarchist,2,1,,No one should control a child like that. It's wrong.,F: 'You're right. This is about power and not the child.',"{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E36B,BANK_26CCA9B040EA,NORMAL_END,The child stopped being the object both adults used to prove who was being abandoned.,religious,2,1,,God would not want a child to suffer like this.,J: 'I agree. We must care for each other as our faith teaches.',"{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E36B,BANK_26CCA9B040EA,NORMAL_END,The child stopped being the object both adults used to prove who was being abandoned.,guildist,2,1,,Contracts should protect children. This is a breach of trust.,B: 'You're right. I should have honored our agreement.',"{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E36B,BANK_26CCA9B040EA,NORMAL_END,The child stopped being the object both adults used to prove who was being abandoned.,arcane,3,1,,A true leader would never use a child to prove their dominance.,F: 'You're right. This is not the way of a wise ruler.',"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E36B,BANK_26CCA9B040EA,NORMAL_END,The child stopped being the object both adults used to prove who was being abandoned.,druidic,3,1,,Nature demands balance. A child should not suffer because of adult strife.,J: 'You're right. We must respect the natural order.',"{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E36B,BANK_26CCA9B040EA,NORMAL_END,The child stopped being the object both adults used to prove who was being abandoned.,cracked,4,1,,This feels like a script. A child shouldn't be written into this drama.,B: 'What do you mean? It's real life.',"{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E36B,BANK_287E6408A56D,OPENING,I can drive them out. I do not want a screaming chase spilling into the road around the cart.,monarchist,3,1,,I'll ask the local lord to help. He has the authority and resources to handle this.,"The representative nods, 'I will speak with him immediately.'","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E36B,BANK_287E6408A56D,OPENING,I can drive them out. I do not want a screaming chase spilling into the road around the cart.,anarchist,2,1,,We don't need a lord to solve this. Let's handle it ourselves.,'I see your point. But I have responsibilities to the community.' ,"{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E36B,BANK_287E6408A56D,OPENING,I can drive them out. I do not want a screaming chase spilling into the road around the cart.,religious,2,1,,Let's pray for guidance and ask the local clergy to help us.,'A wise decision. We must trust in divine intervention.',"{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E36B,BANK_287E6408A56D,OPENING,I can drive them out. I do not want a screaming chase spilling into the road around the cart.,guildist,3,1,,Let's negotiate a fair contract with the scavengers. They'll move if it's worth their while.,'A shrewd approach. I will draft the terms.' ,"{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E36B,BANK_287E6408A56D,OPENING,I can drive them out. I do not want a screaming chase spilling into the road around the cart.,arcane,3,1,,I sense a powerful enchantment on them. Perhaps we can use magic to resolve this.,'Intriguing. I have heard tales of such spells.' ,"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E36B,BANK_287E6408A56D,OPENING,I can drive them out. I do not want a screaming chase spilling into the road around the cart.,druidic,2,1,,We must respect the land and its creatures. Let's find a solution that harms neither.,'Your wisdom is a balm to my soul.',"{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E36B,BANK_287E6408A56D,OPENING,I can drive them out. I do not want a screaming chase spilling into the road around the cart.,cracked,4,1,,This feels like a script. Maybe we can manipulate the situation to our advantage.,'You're speaking in riddles...',"{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E36B,BANK_2BF78594CC20,TRAGIC_END,Scavenger 2 will always remember the impact and know the cart was only the final part of a much longer chain.,monarchist,3,1,,The throne must maintain order. We cannot let chaos rule.,The potter nods gravely.,"{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E36B,BANK_2BF78594CC20,TRAGIC_END,Scavenger 2 will always remember the impact and know the cart was only the final part of a much longer chain.,anarchist,2,1,,No master should dictate another's fate.,The scavenger looks thoughtful.,"{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E36B,BANK_2BF78594CC20,TRAGIC_END,Scavenger 2 will always remember the impact and know the cart was only the final part of a much longer chain.,religious,3,1,,This tragedy reminds us of our sacred duties.,The healer bows her head.,"{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E36B,BANK_2BF78594CC20,TRAGIC_END,Scavenger 2 will always remember the impact and know the cart was only the final part of a much longer chain.,guildist,2,1,,Contracts must be upheld for the good of all.,The carter nods in agreement.,"{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E36B,BANK_2BF78594CC20,TRAGIC_END,Scavenger 2 will always remember the impact and know the cart was only the final part of a much longer chain.,arcane,3,1,,This event was written long ago. We must learn from it.,The wise woman gazes into the distance.,"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E36B,BANK_2BF78594CC20,TRAGIC_END,Scavenger 2 will always remember the impact and know the cart was only the final part of a much longer chain.,druidic,2,1,,Nature demands balance. We must respect her will.,The herbalist nods solemnly.,"{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E36B,BANK_2BF78594CC20,TRAGIC_END,Scavenger 2 will always remember the impact and know the cart was only the final part of a much longer chain.,cracked,4,1,,Reality is a script. We're all just players in it.,"The bard stares at John, unblinking.","{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E36B,BANK_3A2FDD9E8984,OPENING,Householder has packed again. Nobody believes this is just another dramatic gesture now.,monarchist,2,1,,The Householder's erratic behavior shows a need for strong leadership.,G: 'Perhaps you are right. The village needs stability.' K: 'But who can rule fairly?',"{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E36B,BANK_3A2FDD9E8984,OPENING,Householder has packed again. Nobody believes this is just another dramatic gesture now.,anarchist,3,1,,The Householder's actions are a reminder of how power corrupts.,G: 'You speak truth. We must resist such tyranny.' K: 'But who will lead us?',"{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E36B,BANK_3A2FDD9E8984,OPENING,Householder has packed again. Nobody believes this is just another dramatic gesture now.,religious,2,1,,The Householder's broken promise is a sin against the community.,G: 'You are right. We must pray for guidance.' K: 'But who can lead us spiritually?',"{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E36B,BANK_3A2FDD9E8984,OPENING,Householder has packed again. Nobody believes this is just another dramatic gesture now.,guildist,3,1,,The Householder's actions are a breach of contract with the village.,G: 'You are wise. We must seek justice through our agreements.' K: 'But who can enforce them?',"{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E36B,BANK_3A2FDD9E8984,OPENING,Householder has packed again. Nobody believes this is just another dramatic gesture now.,arcane,2,1,,The Householder's erratic behavior may be a result of hidden magical forces.,G: 'You may be right. We must seek knowledge to understand.' K: 'But who can decipher the secrets?',"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E36B,BANK_3A2FDD9E8984,OPENING,Householder has packed again. Nobody believes this is just another dramatic gesture now.,druidic,3,1,,The Householder's actions disrupt the balance of our village.,G: 'You are wise. We must restore harmony.' K: 'But who can guide us back to nature?',"{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E36B,BANK_3A2FDD9E8984,OPENING,Householder has packed again. Nobody believes this is just another dramatic gesture now.,cracked,4,1,,The Householder's broken promise is just another scripted event in this grand play.,G: 'You speak strange words. What does it mean?' K: 'What does anything mean here?',"{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E36B,BANK_3D090DB6C09A,OPENING,Potter / Lime Burner 2 promised the child could go and has started taking the promise back.,monarchist,2,1,,The King's word is his bond. Potter must honor his promise.,"L nods solemnly, 'I will see to it that the child goes.'","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E36B,BANK_3D090DB6C09A,OPENING,Potter / Lime Burner 2 promised the child could go and has started taking the promise back.,anarchist,2,1,,Promises are just words unless they're backed by action.,"L looks thoughtful, 'A fair point. I'll make sure the child leaves.'","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E36B,BANK_3D090DB6C09A,OPENING,Potter / Lime Burner 2 promised the child could go and has started taking the promise back.,religious,2,1,,The gods demand truth and honor. Potter must keep his word.,"L bows her head, 'I will see to it that the child goes as promised.'","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E36B,BANK_3D090DB6C09A,OPENING,Potter / Lime Burner 2 promised the child could go and has started taking the promise back.,guildist,2,1,,A broken contract damages the guild's reputation. This must be rectified.,"L nods, 'I will make sure the child goes as promised.'","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E36B,BANK_3D090DB6C09A,OPENING,Potter / Lime Burner 2 promised the child could go and has started taking the promise back.,arcane,2,1,,Potter's magic is unstable if he breaks his word. It must be corrected.,"L looks worried, 'I will see to it that the child goes.'","{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E36B,BANK_3D090DB6C09A,OPENING,Potter / Lime Burner 2 promised the child could go and has started taking the promise back.,druidic,2,1,,The land's balance is disturbed by broken promises. It must be restored.,"L nods gravely, 'I will make sure the child goes as promised.'","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E36B,BANK_3D090DB6C09A,OPENING,Potter / Lime Burner 2 promised the child could go and has started taking the promise back.,cracked,3,1,,This feels like a scripted plot twist. Potter should keep his word.,"L looks confused, 'I don't understand.'","{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E36B,BANK_3E23A59D3CAA,AFTER_B,Ask what the child needs tonight. That may not be identical to what either adult wants.,monarchist,1,2,,The child's needs must align with the will of the rightful ruler.,"A stern look from Potter/Lime Burner 2, suggesting a belief in unquestioning obedience.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E36B,BANK_3E23A59D3CAA,AFTER_B,Ask what the child needs tonight. That may not be identical to what either adult wants.,anarchist,3,2,,"The child's needs are our concern, not the adults' wants.","A furrowed brow from Tiffany, hinting at growing dissatisfaction with authority.","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E36B,BANK_3E23A59D3CAA,AFTER_B,Ask what the child needs tonight. That may not be identical to what either adult wants.,religious,2,3,,God's will dictates what the child needs tonight.,"Tiffany looks to the heavens, seeking divine guidance in this moment.","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E36B,BANK_3E23A59D3CAA,AFTER_B,Ask what the child needs tonight. That may not be identical to what either adult wants.,guildist,2,3,,We must consider what the child needs to secure our prosperity.,"Potter/Lime Burner 2 nods, acknowledging the importance of economic stability.","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E36B,BANK_3E23A59D3CAA,AFTER_B,Ask what the child needs tonight. That may not be identical to what either adult wants.,arcane,3,4,,The child's needs are shaped by the arcane forces at play.,"A skeptical look from Tiffany, questioning John's understanding of reality.","{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E36B,BANK_3E23A59D3CAA,AFTER_B,Ask what the child needs tonight. That may not be identical to what either adult wants.,druidic,3,4,,The land's balance demands that the child's needs be met.,"Tiffany looks uneasy, sensing a disconnect between John's words and their situation.","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E36B,BANK_3E23A59D3CAA,AFTER_B,Ask what the child needs tonight. That may not be identical to what either adult wants.,cracked,4,3,,The child's needs are part of the script. Let's see what it says.,"A confused expression from Tiffany, unsure if John is joking or serious.","{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E36B,BANK_3F4A1EE2F539,DECISION,Householder says Potter / Lime Burner 2 promised they could take the child away for several days.,monarchist,3,2,A,"The promise was made to the child's Householder, not just you. Duty calls.",Potter / Lime Burner 2 grits their teeth but says nothing.,"{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E36B,BANK_3F4A1EE2F539,DECISION,Householder says Potter / Lime Burner 2 promised they could take the child away for several days.,anarchist,3,2,B,The child's immediate safety matters more than any promise. Let's find a way.,Potter / Lime Burner 2 glares at John but seems to consider the argument.,"{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E36B,BANK_3F4A1EE2F539,DECISION,Householder says Potter / Lime Burner 2 promised they could take the child away for several days.,religious,3,2,A,Our God demands we keep promises. Let's honor this one.,Potter / Lime Burner 2 mutters something about divine intervention.,"{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E36B,BANK_3F4A1EE2F539,DECISION,Householder says Potter / Lime Burner 2 promised they could take the child away for several days.,guildist,3,2,B,"Let's negotiate a solution that benefits everyone. After all, it's about the child.",Potter / Lime Burner 2 looks taken aback but nods.,"{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E36B,BANK_3F4A1EE2F539,DECISION,Householder says Potter / Lime Burner 2 promised they could take the child away for several days.,arcane,3,2,A,This promise is a bond. Breaking it would weaken our magical ties.,Potter / Lime Burner 2 seems to consider John's words carefully.,"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E36B,BANK_3F4A1EE2F539,DECISION,Householder says Potter / Lime Burner 2 promised they could take the child away for several days.,druidic,3,2,B,The child's safety is vital. Let's find a balance that respects all involved.,Potter / Lime Burner 2 looks thoughtful and nods.,"{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E36B,BANK_3F4A1EE2F539,DECISION,Householder says Potter / Lime Burner 2 promised they could take the child away for several days.,cracked,3,4,B,Isn't this all just a game? Let's find the best outcome for our digital characters.,Potter / Lime Burner 2 looks genuinely confused and hurt.,"{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E36B,BANK_40489619AF1E,NORMAL_END,Householder got out by a planned route instead of a chase.,monarchist,3,2,,The Householder's escape was a display of authority and order.,Peggy Mitchell-inspired — family elder who loves Potter / Lime Burner 2 and too often interprets controlling behaviour as intensity rather than danger: 'A planned route? That shows he's still in control.',"{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E36B,BANK_40489619AF1E,NORMAL_END,Householder got out by a planned route instead of a chase.,anarchist,3,2,,The Householder's escape was a testament to autonomy and defiance.,"Elder — practical worker: focuses on safe transport, witnesses and a predictable short-term care arrangement: 'A planned route? That shows they won't be controlled.'","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E36B,BANK_40489619AF1E,NORMAL_END,Householder got out by a planned route instead of a chase.,religious,2,2,,The Householder's escape was a divine intervention.,Clay Worker — family elder who loves Potter / Lime Burner 2 and too often interprets controlling behaviour as intensity rather than danger: 'A planned route? That shows God is watching.',"{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E36B,BANK_40489619AF1E,NORMAL_END,Householder got out by a planned route instead of a chase.,guildist,2,2,,The Householder's escape was a shrewd business move.,"Elder — practical worker: focuses on safe transport, witnesses and a predictable short-term care arrangement: 'A planned route? That shows they know their worth.'","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E36B,BANK_40489619AF1E,NORMAL_END,Householder got out by a planned route instead of a chase.,arcane,3,2,,The Householder's escape was a demonstration of magical prowess.,"Elder — practical worker: focuses on safe transport, witnesses and a predictable short-term care arrangement: 'A planned route? That shows they have powers beyond us.'","{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E36B,BANK_40489619AF1E,NORMAL_END,Householder got out by a planned route instead of a chase.,druidic,2,2,,The Householder's escape was a natural response to danger.,"Elder — practical worker: focuses on safe transport, witnesses and a predictable short-term care arrangement: 'A planned route? That shows they respect the land.'","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E36B,BANK_40489619AF1E,NORMAL_END,Householder got out by a planned route instead of a chase.,cracked,4,3,,The Householder's escape was just another scripted event in this game.,"Elder — practical worker: focuses on safe transport, witnesses and a predictable short-term care arrangement: 'A planned route? That's so... unreal.'","{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E36B,BANK_4AA5E6BAE863,TRAGIC_END,"I was angry with Householder. I wanted the argument to stop, not their life. Nothing I say now changes what I did.",monarchist,2,1,,The king's justice is not mine to question. I must accept my part in this tragedy.,"He nods gravely, acknowledging the weight of duty.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E36B,BANK_4AA5E6BAE863,TRAGIC_END,"I was angry with Householder. I wanted the argument to stop, not their life. Nothing I say now changes what I did.",anarchist,2,1,,I didn't mean to kill Householder. We all have a role in this chaos.,"She looks at you sympathetically, understanding the struggle against systems.","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E36B,BANK_4AA5E6BAE863,TRAGIC_END,"I was angry with Householder. I wanted the argument to stop, not their life. Nothing I say now changes what I did.",religious,2,1,,I sinned against Householder. I must seek forgiveness and make amends.,He offers a prayer for your soul's peace.,"{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E36B,BANK_4AA5E6BAE863,TRAGIC_END,"I was angry with Householder. I wanted the argument to stop, not their life. Nothing I say now changes what I did.",guildist,2,1,,I breached my contract with Householder. I must strive to uphold it better in the future.,"He looks at you sternly, reminding you of your obligations.","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E36B,BANK_4AA5E6BAE863,TRAGIC_END,"I was angry with Householder. I wanted the argument to stop, not their life. Nothing I say now changes what I did.",arcane,2,1,,I failed Householder. I must learn from this event and grow stronger.,"She watches you carefully, assessing your potential.","{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E36B,BANK_4AA5E6BAE863,TRAGIC_END,"I was angry with Householder. I wanted the argument to stop, not their life. Nothing I say now changes what I did.",druidic,2,1,,I've disturbed the balance. I must restore it and learn from my actions.,"He looks at you solemnly, acknowledging your responsibility to nature.","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E36B,BANK_4AA5E6BAE863,TRAGIC_END,"I was angry with Householder. I wanted the argument to stop, not their life. Nothing I say now changes what I did.",cracked,3,3,,This is just another script. I'm just an actor in a tragic play.,"He looks at you with concern, sensing your detachment.","{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E36B,BANK_55F197212505,NORMAL_END,Potter / Lime Burner 2 learned that fear does not erase promises.,monarchist,3,2,,The throne endures. Promises made to the crown must be honoured.,"Bianca nods gravely, understanding the weight of royal obligations.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E36B,BANK_55F197212505,NORMAL_END,Potter / Lime Burner 2 learned that fear does not erase promises.,anarchist,3,2,,Promises are empty if they're not freely given.,"Potter / Lime Burner 1 frowns, seeing the value in mutual respect but questioning the cost of freedom.","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E36B,BANK_55F197212505,NORMAL_END,Potter / Lime Burner 2 learned that fear does not erase promises.,religious,2,3,,"Even in fear, we must keep our vows.","Trader looks relieved, seeing a glimmer of faith in the chaos.","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E36B,BANK_55F197212505,NORMAL_END,Potter / Lime Burner 2 learned that fear does not erase promises.,guildist,2,3,,A broken promise is a breach of contract. It's not just about fear.,"Potter / Lime Burner 1 nods, understanding the importance of honorable dealings.","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E36B,BANK_55F197212505,NORMAL_END,Potter / Lime Burner 2 learned that fear does not erase promises.,arcane,3,2,,Fear is a powerful illusion. But promises are real.,"Bianca looks puzzled, unsure how to reconcile magic and morality.","{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
